Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Team,Start Date,End Date
Washington Sundar,2,1.0,0.0,18.0,18.0,18.0,30.0,60.0,0.0,0.0,0.0,1.0,1.0,India,2023-09-01,2023-10-01
SN Thakur,6,2.0,0.0,14.0,11.0,7.0,16.0,87.5,0.0,0.0,0.0,0.0,0.0,India,2023-09-01,2023-10-01
Mohammed Siraj,6,3.0,2.0,7.0,5.0,7.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,India,2023-09-01,2023-10-01
Kuldeep Yadav,6,3.0,0.0,6.0,4.0,2.0,26.0,23.07,0.0,0.0,1.0,0.0,0.0,India,2023-09-01,2023-10-01
Mohammed Shami,4,1.0,0.0,6.0,6.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,0.0,India,2023-09-01,2023-10-01
NT Tilak Varma,1,1.0,0.0,5.0,5.0,5.0,9.0,55.55,0.0,0.0,0.0,1.0,0.0,India,2023-09-01,2023-10-01
M Prasidh Krishna,3,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-09-01,2023-10-01
R Ashwin,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-09-01,2023-10-01
Mohammad Rizwan,4,3.0,2.0,151.0,86.0,151.0,157.0,96.17,0.0,2.0,0.0,13.0,3.0,Pakistan,2023-09-01,2023-10-01
Imam-ul-Haq,3,2.0,0.0,87.0,78.0,43.5,102.0,85.29,0.0,1.0,0.0,6.0,4.0,Pakistan,2023-09-01,2023-10-01
Iftikhar Ahmed,4,2.0,0.0,70.0,47.0,35.0,75.0,93.33,0.0,0.0,0.0,5.0,2.0,Pakistan,2023-09-01,2023-10-01
Babar Azam,4,3.0,0.0,56.0,29.0,18.66,81.0,69.13,0.0,0.0,0.0,6.0,0.0,Pakistan,2023-09-01,2023-10-01
Abdullah Shafique,1,1.0,0.0,52.0,52.0,52.0,69.0,75.36,0.0,1.0,0.0,3.0,2.0,Pakistan,2023-09-01,2023-10-01
Fakhar Zaman,4,3.0,0.0,51.0,27.0,17.0,92.0,55.43,0.0,0.0,0.0,5.0,0.0,Pakistan,2023-09-01,2023-10-01
Agha Salman,3,2.0,1.0,35.0,23.0,35.0,53.0,66.03,0.0,0.0,0.0,3.0,0.0,Pakistan,2023-09-01,2023-10-01
Mohammad Nawaz (3),2,1.0,0.0,12.0,12.0,12.0,12.0,100.0,0.0,0.0,0.0,2.0,0.0,Pakistan,2023-09-01,2023-10-01
Shadab Khan,4,2.0,0.0,9.0,6.0,4.5,13.0,69.23,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Shaheen Shah Afridi,4,2.0,2.0,8.0,7.0,0.0,7.0,114.28,0.0,0.0,0.0,0.0,1.0,Pakistan,2023-09-01,2023-10-01
Faheem Ashraf,2,1.0,0.0,4.0,4.0,4.0,12.0,33.33,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Mohammad Haris,1,1.0,0.0,3.0,3.0,3.0,9.0,33.33,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Haris Rauf,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Mohammad Wasim (1),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Naseem Shah,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Zaman Khan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-09-01,2023-10-01
Najmul Hossain Shanto,2,2.0,0.0,180.0,104.0,90.0,189.0,95.23,1.0,1.0,0.0,19.0,2.0,Bangladesh,2023-09-01,2023-10-01
Shakib Al Hasan,4,4.0,1.0,168.0,80.0,56.0,167.0,100.59,0.0,2.0,0.0,17.0,4.0,Bangladesh,2023-09-01,2023-10-01
Towhid Hridoy,7,6.0,0.0,160.0,82.0,26.66,213.0,75.11,0.0,2.0,1.0,15.0,3.0,Bangladesh,2023-09-01,2023-10-01
Mehidy Hasan Miraz,4,4.0,1.0,153.0,112.0,51.0,177.0,86.44,1.0,0.0,1.0,12.0,3.0,Bangladesh,2023-09-01,2023-10-01
Mushfiqur Rahim,4,4.0,0.0,136.0,64.0,34.0,175.0,77.71,0.0,1.0,0.0,6.0,3.0,Bangladesh,2023-09-01,2023-10-01
Nasum Ahmed,5,4.0,0.0,87.0,44.0,21.75,109.0,79.81,0.0,0.0,0.0,8.0,4.0,Bangladesh,2023-09-01,2023-10-01
Mahmudullah,3,2.0,0.0,70.0,49.0,35.0,103.0,67.96,0.0,0.0,0.0,6.0,1.0,Bangladesh,2023-09-01,2023-10-01
Mohammad Naim,3,3.0,0.0,69.0,28.0,23.0,103.0,66.99,0.0,0.0,0.0,10.0,0.0,Bangladesh,2023-09-01,2023-10-01
Mahedi Hasan,4,3.0,1.0,59.0,29.0,29.5,66.0,89.39,0.0,0.0,0.0,7.0,0.0,Bangladesh,2023-09-01,2023-10-01
Tamim Iqbal,2,1.0,0.0,44.0,44.0,44.0,58.0,75.86,0.0,0.0,0.0,7.0,0.0,Bangladesh,2023-09-01,2023-10-01
Litton Das,5,4.0,0.0,37.0,16.0,9.25,55.0,67.27,0.0,0.0,1.0,5.0,0.0,Bangladesh,2023-09-01,2023-10-01
Tanzid Hasan,4,3.0,0.0,34.0,16.0,11.33,29.0,117.24,0.0,0.0,0.0,7.0,0.0,Bangladesh,2023-09-01,2023-10-01
Shamim Hossain,4,4.0,0.0,33.0,16.0,8.25,44.0,75.0,0.0,0.0,0.0,0.0,2.0,Bangladesh,2023-09-01,2023-10-01
Afif Hossain,2,2.0,1.0,16.0,12.0,16.0,14.0,114.28,0.0,0.0,0.0,0.0,1.0,Bangladesh,2023-09-01,2023-10-01
Tanzim Hasan Sakib,2,1.0,1.0,14.0,14.0,0.0,8.0,175.0,0.0,0.0,0.0,1.0,1.0,Bangladesh,2023-09-01,2023-10-01
Hasan Mahmud,5,4.0,2.0,12.0,10.0,6.0,20.0,60.0,0.0,0.0,1.0,2.0,0.0,Bangladesh,2023-09-01,2023-10-01
Shoriful Islam,4,3.0,0.0,9.0,7.0,3.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Anamul Haque,1,1.0,0.0,4.0,4.0,4.0,11.0,36.36,0.0,0.0,0.0,1.0,0.0,Bangladesh,2023-09-01,2023-10-01
Mustafizur Rahman,3,1.0,1.0,2.0,2.0,0.0,7.0,28.57,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Khaled Ahmed,2,2.0,1.0,1.0,1.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Taskin Ahmed,3,2.0,0.0,1.0,1.0,0.5,4.0,25.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Zakir Hasan,1,1.0,0.0,1.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Soumya Sarkar,2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
Nurul Hasan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-09-01,2023-10-01
WA Young,7,7.0,0.0,226.0,70.0,32.28,295.0,76.61,0.0,2.0,1.0,29.0,2.0,New Zealand,2023-09-01,2023-10-01
HM Nicholls,6,6.0,1.0,214.0,50.0,42.8,291.0,73.53,0.0,1.0,0.0,18.0,2.0,New Zealand,2023-09-01,2023-10-01
DJ Mitchell,4,4.0,1.0,196.0,118.0,65.33,188.0,104.25,1.0,1.0,0.0,14.0,8.0,New Zealand,2023-09-01,2023-10-01
DP Conway,4,4.0,1.0,141.0,111.0,47.0,175.0,80.57,1.0,0.0,0.0,17.0,1.0,New Zealand,2023-09-01,2023-10-01
R Ravindra,7,5.0,0.0,103.0,61.0,20.6,88.0,117.04,0.0,1.0,1.0,11.0,4.0,New Zealand,2023-09-01,2023-10-01
TA Blundell,3,3.0,2.0,99.0,68.0,99.0,101.0,98.01,0.0,1.0,0.0,9.0,1.0,New Zealand,2023-09-01,2023-10-01
GD Phillips,4,3.0,0.0,99.0,72.0,33.0,112.0,88.39,0.0,1.0,0.0,7.0,2.0,New Zealand,2023-09-01,2023-10-01
FH Allen,4,4.0,0.0,49.0,28.0,12.25,63.0,77.77,0.0,0.0,1.0,9.0,0.0,New Zealand,2023-09-01,2023-10-01
KA Jamieson,5,3.0,0.0,49.0,20.0,16.33,71.0,69.01,0.0,0.0,0.0,4.0,0.0,New Zealand,2023-09-01,2023-10-01
TWM Latham,4,3.0,0.0,35.0,19.0,11.66,56.0,62.5,0.0,0.0,0.0,2.0,0.0,New Zealand,2023-09-01,2023-10-01
IS Sodhi,3,1.0,0.0,35.0,35.0,35.0,39.0,89.74,0.0,0.0,0.0,0.0,3.0,New Zealand,2023-09-01,2023-10-01
CE McConchie,3,2.0,1.0,28.0,20.0,28.0,43.0,65.11,0.0,0.0,0.0,3.0,0.0,New Zealand,2023-09-01,2023-10-01
LH Ferguson,5,2.0,1.0,18.0,13.0,18.0,30.0,60.0,0.0,0.0,0.0,1.0,1.0,New Zealand,2023-09-01,2023-10-01
CJ Bowes,2,2.0,0.0,15.0,14.0,7.5,22.0,68.18,0.0,0.0,0.0,3.0,0.0,New Zealand,2023-09-01,2023-10-01
BG Lister,2,2.0,1.0,9.0,5.0,9.0,11.0,81.81,0.0,0.0,0.0,1.0,0.0,New Zealand,2023-09-01,2023-10-01
TA Boult,5,3.0,1.0,4.0,2.0,2.0,9.0,44.44,0.0,0.0,0.0,0.0,0.0,New Zealand,2023-09-01,2023-10-01
MJ Santner,1,1.0,0.0,4.0,4.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2023-09-01,2023-10-01
TG Southee,3,1.0,0.0,4.0,4.0,4.0,3.0,133.33,0.0,0.0,0.0,1.0,0.0,New Zealand,2023-09-01,2023-10-01
MJ Henry,3,2.0,1.0,3.0,3.0,3.0,4.0,75.0,0.0,0.0,1.0,0.0,0.0,New Zealand,2023-09-01,2023-10-01
D Foxcroft,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,New Zealand,2023-09-01,2023-10-01
AF Milne,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2023-09-01,2023-10-01
DJ Malan,3,3.0,0.0,277.0,127.0,92.33,262.0,105.72,1.0,2.0,0.0,35.0,4.0,England,2023-09-01,2023-10-01
BA Stokes,3,3.0,0.0,235.0,182.0,78.33,203.0,115.76,1.0,1.0,0.0,18.0,10.0,England,2023-09-01,2023-10-01
LS Livingstone,4,4.0,1.0,186.0,95.0,62.0,169.0,110.05,0.0,2.0,0.0,12.0,5.0,England,2023-09-01,2023-10-01
JC Buttler,4,4.0,0.0,176.0,72.0,44.0,148.0,118.91,0.0,1.0,0.0,18.0,4.0,England,2023-09-01,2023-10-01
BM Duckett,2,2.0,1.0,155.0,107.0,155.0,127.0,122.04,1.0,0.0,0.0,18.0,3.0,England,2023-09-01,2023-10-01
WG Jacks,2,2.0,0.0,133.0,94.0,66.5,109.0,122.01,0.0,1.0,0.0,10.0,7.0,England,2023-09-01,2023-10-01
SR Hain,2,2.0,0.0,106.0,89.0,53.0,100.0,106.0,0.0,1.0,0.0,8.0,0.0,England,2023-09-01,2023-10-01
PD Salt,2,2.0,0.0,89.0,61.0,44.5,49.0,181.63,0.0,1.0,0.0,13.0,4.0,England,2023-09-01,2023-10-01
SM Curran,3,3.0,0.0,65.0,42.0,21.66,54.0,120.37,0.0,0.0,0.0,4.0,2.0,England,2023-09-01,2023-10-01
Z Crawley,2,2.0,0.0,51.0,51.0,25.5,44.0,115.9,0.0,1.0,1.0,4.0,2.0,England,2023-09-01,2023-10-01
MM Ali,3,3.0,0.0,48.0,33.0,16.0,48.0,100.0,0.0,0.0,0.0,5.0,1.0,England,2023-09-01,2023-10-01
BA Carse,3,2.0,1.0,47.0,32.0,47.0,43.0,109.3,0.0,0.0,0.0,2.0,2.0,England,2023-09-01,2023-10-01
DJ Willey,3,3.0,2.0,47.0,21.0,47.0,24.0,195.83,0.0,0.0,0.0,4.0,3.0,England,2023-09-01,2023-10-01
JE Root,4,4.0,0.0,39.0,29.0,9.75,64.0,60.93,0.0,0.0,1.0,3.0,1.0,England,2023-09-01,2023-10-01
HC Brook,3,3.0,0.0,37.0,25.0,12.33,68.0,54.41,0.0,0.0,0.0,2.0,0.0,England,2023-09-01,2023-10-01
JM Bairstow,3,3.0,0.0,19.0,13.0,6.33,25.0,76.0,0.0,0.0,1.0,2.0,0.0,England,2023-09-01,2023-10-01
TW Hartley,2,1.0,1.0,12.0,12.0,0.0,9.0,133.33,0.0,0.0,0.0,1.0,0.0,England,2023-09-01,2023-10-01
JL Smith,2,1.0,0.0,9.0,9.0,9.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
CR Woakes,2,2.0,1.0,7.0,4.0,7.0,12.0,58.33,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
Rehan Ahmed,2,1.0,0.0,6.0,6.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
MJ Potts,2,1.0,1.0,3.0,3.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
AAP Atkinson,3,1.0,0.0,2.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
RJW Topley,4,2.0,2.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
AU Rashid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
GLS Scrimshaw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
L Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-09-01,2023-10-01
M Labuschagne,8,8.0,1.0,421.0,124.0,60.14,431.0,97.67,1.0,2.0,0.0,50.0,2.0,Australia,2023-09-01,2023-10-01
DA Warner,8,8.0,0.0,367.0,106.0,45.87,296.0,123.98,1.0,4.0,1.0,44.0,14.0,Australia,2023-09-01,2023-10-01
MR Marsh,7,7.0,0.0,223.0,96.0,31.85,195.0,114.35,0.0,2.0,1.0,29.0,10.0,Australia,2023-09-01,2023-10-01
TM Head,4,4.0,1.0,152.0,64.0,50.66,99.0,153.53,0.0,1.0,0.0,22.0,6.0,Australia,2023-09-01,2023-10-01
AT Carey,7,7.0,0.0,147.0,99.0,21.0,154.0,95.45,0.0,1.0,0.0,13.0,4.0,Australia,2023-09-01,2023-10-01
SPD Smith,3,3.0,0.0,115.0,74.0,38.33,122.0,94.26,0.0,1.0,1.0,11.0,2.0,Australia,2023-09-01,2023-10-01
JP Inglis,5,5.0,0.0,102.0,50.0,20.4,100.0,102.0,0.0,1.0,1.0,11.0,3.0,Australia,2023-09-01,2023-10-01
SA Abbott,6,6.0,1.0,97.0,54.0,19.4,86.0,112.79,0.0,1.0,0.0,10.0,5.0,Australia,2023-09-01,2023-10-01
C Green,5,5.0,1.0,77.0,31.0,19.25,107.0,71.96,0.0,0.0,0.0,8.0,1.0,Australia,2023-09-01,2023-10-01
MP Stoinis,4,4.0,0.0,74.0,29.0,18.5,56.0,132.14,0.0,0.0,0.0,12.0,1.0,Australia,2023-09-01,2023-10-01
NT Ellis,4,4.0,2.0,57.0,18.0,28.5,51.0,111.76,0.0,0.0,0.0,3.0,4.0,Australia,2023-09-01,2023-10-01
AC Agar,1,1.0,1.0,48.0,48.0,0.0,69.0,69.56,0.0,0.0,0.0,3.0,1.0,Australia,2023-09-01,2023-10-01
TH David,4,4.0,0.0,45.0,35.0,11.25,53.0,84.9,0.0,0.0,0.0,3.0,3.0,Australia,2023-09-01,2023-10-01
PJ Cummins,2,2.0,2.0,40.0,21.0,0.0,31.0,129.03,0.0,0.0,0.0,3.0,1.0,Australia,2023-09-01,2023-10-01
JR Hazlewood,5,3.0,2.0,36.0,23.0,36.0,24.0,150.0,0.0,0.0,0.0,5.0,2.0,Australia,2023-09-01,2023-10-01
A Zampa,6,4.0,0.0,21.0,9.0,5.25,25.0,84.0,0.0,0.0,0.0,3.0,0.0,Australia,2023-09-01,2023-10-01
MW Short,2,2.0,0.0,11.0,9.0,5.5,12.0,91.66,0.0,0.0,0.0,2.0,0.0,Australia,2023-09-01,2023-10-01
GJ Maxwell,1,1.0,0.0,5.0,5.0,5.0,7.0,71.42,0.0,0.0,0.0,0.0,0.0,Australia,2023-09-01,2023-10-01
AM Hardie,1,1.0,0.0,3.0,3.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,Australia,2023-09-01,2023-10-01
MG Neser,2,2.0,0.0,3.0,3.0,1.5,13.0,23.07,0.0,0.0,1.0,0.0,0.0,Australia,2023-09-01,2023-10-01
MA Starc,1,1.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,Australia,2023-09-01,2023-10-01
SH Johnson,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2023-09-01,2023-10-01
T Sangha,2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2023-09-01,2023-10-01
Hashmatullah Shahidi,2,2.0,0.0,110.0,59.0,55.0,126.0,87.3,0.0,2.0,0.0,9.0,1.0,Afghanistan,2023-09-01,2023-10-01
Ibrahim Zadran,2,2.0,0.0,82.0,75.0,41.0,88.0,93.18,0.0,1.0,0.0,11.0,1.0,Afghanistan,2023-09-01,2023-10-01
Rahmat Shah,2,2.0,0.0,78.0,45.0,39.0,97.0,80.41,0.0,0.0,0.0,10.0,1.0,Afghanistan,2023-09-01,2023-10-01
Mohammad Nabi,2,2.0,0.0,68.0,65.0,34.0,38.0,178.94,0.0,1.0,0.0,6.0,5.0,Afghanistan,2023-09-01,2023-10-01
Rashid Khan,2,2.0,1.0,51.0,27.0,51.0,31.0,164.51,0.0,0.0,0.0,7.0,2.0,Afghanistan,2023-09-01,2023-10-01
Najibullah Zadran,2,2.0,0.0,40.0,23.0,20.0,40.0,100.0,0.0,0.0,0.0,3.0,2.0,Afghanistan,2023-09-01,2023-10-01
Gulbadin Naib,2,2.0,0.0,37.0,22.0,18.5,29.0,127.58,0.0,0.0,0.0,5.0,1.0,Afghanistan,2023-09-01,2023-10-01
Karim Janat,2,2.0,0.0,23.0,22.0,11.5,14.0,164.28,0.0,0.0,0.0,1.0,2.0,Afghanistan,2023-09-01,2023-10-01
Rahmanullah Gurbaz,2,2.0,0.0,5.0,4.0,2.5,15.0,33.33,0.0,0.0,0.0,1.0,0.0,Afghanistan,2023-09-01,2023-10-01
Mujeeb Ur Rahman,2,2.0,0.0,4.0,4.0,2.0,11.0,36.36,0.0,0.0,1.0,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Fazalhaq Farooqi,2,2.0,1.0,1.0,1.0,1.0,4.0,25.0,0.0,0.0,1.0,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
H Klaasen,5,5.0,0.0,243.0,174.0,48.6,153.0,158.82,1.0,0.0,1.0,18.0,16.0,South Africa,2023-09-01,2023-10-01
AK Markram,5,5.0,1.0,225.0,102.0,56.25,194.0,115.97,1.0,1.0,0.0,21.0,7.0,South Africa,2023-09-01,2023-10-01
T Bavuma,4,4.0,1.0,217.0,114.0,72.33,246.0,88.21,1.0,1.0,1.0,24.0,4.0,South Africa,2023-09-01,2023-10-01
Q de Kock,5,5.0,0.0,210.0,82.0,42.0,241.0,87.13,0.0,1.0,0.0,27.0,4.0,South Africa,2023-09-01,2023-10-01
DA Miller,5,5.0,1.0,202.0,82.0,50.5,181.0,111.6,0.0,2.0,1.0,16.0,8.0,South Africa,2023-09-01,2023-10-01
M Jansen,5,4.0,0.0,134.0,47.0,33.5,107.0,125.23,0.0,0.0,0.0,11.0,7.0,South Africa,2023-09-01,2023-10-01
HE van der Dussen,4,4.0,0.0,117.0,62.0,29.25,148.0,79.05,0.0,1.0,0.0,11.0,3.0,South Africa,2023-09-01,2023-10-01
RR Hendricks,2,2.0,0.0,67.0,39.0,33.5,79.0,84.81,0.0,0.0,0.0,8.0,0.0,South Africa,2023-09-01,2023-10-01
AL Phehlukwayo,2,2.0,1.0,39.0,38.0,39.0,28.0,139.28,0.0,0.0,0.0,2.0,4.0,South Africa,2023-09-01,2023-10-01
K Rabada,3,2.0,1.0,18.0,17.0,18.0,22.0,81.81,0.0,0.0,0.0,0.0,2.0,South Africa,2023-09-01,2023-10-01
A Nortje,1,1.0,0.0,10.0,10.0,10.0,13.0,76.92,0.0,0.0,0.0,1.0,0.0,South Africa,2023-09-01,2023-10-01
SSB Magala,1,1.0,1.0,6.0,6.0,0.0,7.0,85.71,0.0,0.0,0.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
G Coetzee,4,2.0,0.0,2.0,2.0,1.0,9.0,22.22,0.0,0.0,1.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
KA Maharaj,4,2.0,0.0,2.0,2.0,1.0,7.0,28.57,0.0,0.0,1.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
L Ngidi,3,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
T Shamsi,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
RG Sharma,6,6.0,0.0,398.0,131.0,66.33,334.0,119.16,1.0,2.0,1.0,43.0,20.0,India,2023-10-01,2023-11-01
V Kohli,6,6.0,2.0,354.0,103.0,88.5,400.0,88.5,1.0,3.0,1.0,29.0,6.0,India,2023-10-01,2023-11-01
KL Rahul,6,5.0,3.0,216.0,97.0,108.0,271.0,79.7,0.0,1.0,0.0,19.0,3.0,India,2023-10-01,2023-11-01
SS Iyer,6,6.0,2.0,134.0,53.0,33.5,158.0,84.81,0.0,1.0,1.0,12.0,3.0,India,2023-10-01,2023-11-01
Shubman Gill,4,4.0,0.0,104.0,53.0,26.0,110.0,94.54,0.0,1.0,0.0,15.0,2.0,India,2023-10-01,2023-11-01
SA Yadav,2,2.0,0.0,51.0,49.0,25.5,51.0,100.0,0.0,0.0,0.0,4.0,1.0,India,2023-10-01,2023-11-01
Ishan Kishan,2,2.0,0.0,47.0,47.0,23.5,48.0,97.91,0.0,0.0,1.0,5.0,2.0,India,2023-10-01,2023-11-01
RA Jadeja,6,2.0,1.0,47.0,39.0,47.0,57.0,82.45,0.0,0.0,0.0,3.0,1.0,India,2023-10-01,2023-11-01
JJ Bumrah,6,1.0,0.0,16.0,16.0,16.0,25.0,64.0,0.0,0.0,0.0,1.0,0.0,India,2023-10-01,2023-11-01
HH Pandya,4,1.0,1.0,11.0,11.0,0.0,8.0,137.5,0.0,0.0,0.0,0.0,1.0,India,2023-10-01,2023-11-01
Kuldeep Yadav,6,1.0,1.0,9.0,9.0,0.0,13.0,69.23,0.0,0.0,0.0,1.0,0.0,India,2023-10-01,2023-11-01
Mohammed Shami,2,2.0,1.0,2.0,1.0,2.0,6.0,33.33,0.0,0.0,0.0,0.0,0.0,India,2023-10-01,2023-11-01
R Ashwin,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-10-01,2023-11-01
Mohammed Siraj,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-10-01,2023-11-01
SN Thakur,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-10-01,2023-11-01
Mohammad Rizwan,7,7.0,2.0,359.0,131.0,71.8,363.0,98.89,1.0,1.0,0.0,36.0,5.0,Pakistan,2023-10-01,2023-11-01
Abdullah Shafique,6,6.0,0.0,332.0,113.0,55.33,349.0,95.12,1.0,3.0,0.0,35.0,9.0,Pakistan,2023-10-01,2023-11-01
Babar Azam,7,7.0,0.0,216.0,74.0,30.85,278.0,77.69,0.0,3.0,0.0,20.0,2.0,Pakistan,2023-10-01,2023-11-01
Saud Shakeel,7,6.0,0.0,212.0,68.0,35.33,209.0,101.43,0.0,2.0,0.0,26.0,1.0,Pakistan,2023-10-01,2023-11-01
Imam-ul-Haq,6,6.0,0.0,162.0,70.0,27.0,180.0,90.0,0.0,1.0,0.0,23.0,0.0,Pakistan,2023-10-01,2023-11-01
Iftikhar Ahmed,7,7.0,2.0,139.0,40.0,27.8,118.0,117.79,0.0,0.0,0.0,11.0,8.0,Pakistan,2023-10-01,2023-11-01
Shadab Khan,5,4.0,0.0,117.0,43.0,29.25,113.0,103.53,0.0,0.0,0.0,6.0,4.0,Pakistan,2023-10-01,2023-11-01
Fakhar Zaman,2,2.0,0.0,93.0,81.0,46.5,89.0,104.49,0.0,1.0,0.0,6.0,7.0,Pakistan,2023-10-01,2023-11-01
Mohammad Nawaz (3),5,4.0,0.0,81.0,39.0,20.25,97.0,83.5,0.0,0.0,0.0,5.0,3.0,Pakistan,2023-10-01,2023-11-01
Shaheen Shah Afridi,7,5.0,3.0,30.0,13.0,15.0,37.0,81.08,0.0,0.0,0.0,4.0,0.0,Pakistan,2023-10-01,2023-11-01
Hasan Ali,5,3.0,0.0,20.0,12.0,6.66,28.0,71.42,0.0,0.0,1.0,4.0,0.0,Pakistan,2023-10-01,2023-11-01
Haris Rauf,7,4.0,2.0,18.0,16.0,9.0,22.0,81.81,0.0,0.0,0.0,2.0,1.0,Pakistan,2023-10-01,2023-11-01
Mohammad Wasim (1),2,1.0,0.0,7.0,7.0,7.0,9.0,77.77,0.0,0.0,0.0,0.0,1.0,Pakistan,2023-10-01,2023-11-01
Usama Mir,4,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Agha Salman,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Mahmudullah,6,5.0,1.0,274.0,111.0,68.5,307.0,89.25,1.0,1.0,0.0,24.0,10.0,Bangladesh,2023-10-01,2023-11-01
Litton Das,7,7.0,0.0,225.0,76.0,32.14,287.0,78.39,0.0,2.0,1.0,25.0,3.0,Bangladesh,2023-10-01,2023-11-01
Mushfiqur Rahim,7,7.0,1.0,171.0,66.0,28.5,218.0,78.44,0.0,2.0,0.0,13.0,3.0,Bangladesh,2023-10-01,2023-11-01
Mehidy Hasan Miraz,7,7.0,0.0,169.0,57.0,24.14,228.0,74.12,0.0,1.0,0.0,17.0,2.0,Bangladesh,2023-10-01,2023-11-01
Shakib Al Hasan,6,6.0,0.0,104.0,43.0,17.33,161.0,64.59,0.0,0.0,0.0,9.0,2.0,Bangladesh,2023-10-01,2023-11-01
