Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Team,Start Date,End Date
JP Inglis,5,5.0,2.0,2.0,0.0,1.0,1.0,1 (1ct 0st),0.4,Australia,2023-09-01,2023-10-01
GJ Maxwell,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,Australia,2023-09-01,2023-10-01
PJ Cummins,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2023-09-01,2023-10-01
JR Hazlewood,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Australia,2023-09-01,2023-10-01
MG Neser,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2023-09-01,2023-10-01
MW Short,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2023-09-01,2023-10-01
SPD Smith,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Australia,2023-09-01,2023-10-01
MP Stoinis,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Australia,2023-09-01,2023-10-01
DA Warner,8,8.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.125,Australia,2023-09-01,2023-10-01
AC Agar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
TH David,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
AM Hardie,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
TM Head,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
SH Johnson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
T Sangha,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
MA Starc,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
A Zampa,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-09-01,2023-10-01
Ibrahim Zadran,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-09-01,2023-10-01
Mohammad Nabi,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-09-01,2023-10-01
Najibullah Zadran,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-09-01,2023-10-01
Rahmanullah Gurbaz,2,2.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.5,Afghanistan,2023-09-01,2023-10-01
Rashid Khan,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-09-01,2023-10-01
Fazalhaq Farooqi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Gulbadin Naib,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Hashmatullah Shahidi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Karim Janat,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Mujeeb Ur Rahman,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Rahmat Shah,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-09-01,2023-10-01
Q de Kock,5,5.0,9.0,7.0,2.0,7.0,0.0,4 (4ct 0st),1.8,South Africa,2023-09-01,2023-10-01
DA Miller,5,5.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.8,South Africa,2023-09-01,2023-10-01
AK Markram,5,5.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.6,South Africa,2023-09-01,2023-10-01
L Ngidi,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,South Africa,2023-09-01,2023-10-01
K Rabada,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,South Africa,2023-09-01,2023-10-01
HE van der Dussen,4,4.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.5,South Africa,2023-09-01,2023-10-01
T Bavuma,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,South Africa,2023-09-01,2023-10-01
G Coetzee,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,South Africa,2023-09-01,2023-10-01
RR Hendricks,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2023-09-01,2023-10-01
H Klaasen,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,South Africa,2023-09-01,2023-10-01
KA Maharaj,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,South Africa,2023-09-01,2023-10-01
AL Phehlukwayo,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2023-09-01,2023-10-01
M Jansen,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-09-01,2023-10-01
SSB Magala,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-09-01,2023-10-01
A Nortje,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-09-01,2023-10-01
T Shamsi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-09-01,2023-10-01
KL Rahul,6,6.0,7.0,6.0,1.0,6.0,0.0,2 (2ct 0st),1.166,India,2023-10-01,2023-11-01
V Kohli,6,6.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),0.833,India,2023-10-01,2023-11-01
Shubman Gill,4,4.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),1.0,India,2023-10-01,2023-11-01
SS Iyer,6,6.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.5,India,2023-10-01,2023-11-01
Kuldeep Yadav,6,6.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.333,India,2023-10-01,2023-11-01
JJ Bumrah,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,India,2023-10-01,2023-11-01
RA Jadeja,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,India,2023-10-01,2023-11-01
HH Pandya,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,India,2023-10-01,2023-11-01
RG Sharma,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,India,2023-10-01,2023-11-01
SN Thakur,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2023-10-01,2023-11-01
R Ashwin,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-10-01,2023-11-01
Ishan Kishan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-10-01,2023-11-01
Mohammed Shami,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-10-01,2023-11-01
Mohammed Siraj,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-10-01,2023-11-01
SA Yadav,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-10-01,2023-11-01
Mohammad Rizwan,7,7.0,9.0,9.0,0.0,9.0,0.0,3 (3ct 0st),1.285,Pakistan,2023-10-01,2023-11-01
Usama Mir,4,4.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),1.25,Pakistan,2023-10-01,2023-11-01
Babar Azam,7,7.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.571,Pakistan,2023-10-01,2023-11-01
Abdullah Shafique,6,6.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.333,Pakistan,2023-10-01,2023-11-01
Agha Salman,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,Pakistan,2023-10-01,2023-11-01
Fakhar Zaman,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,Pakistan,2023-10-01,2023-11-01
Iftikhar Ahmed,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,Pakistan,2023-10-01,2023-11-01
Saud Shakeel,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,Pakistan,2023-10-01,2023-11-01
Shaheen Shah Afridi,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,Pakistan,2023-10-01,2023-11-01
Haris Rauf,7,7.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.142,Pakistan,2023-10-01,2023-11-01
Imam-ul-Haq,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,Pakistan,2023-10-01,2023-11-01
Mohammad Nawaz (3),5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Pakistan,2023-10-01,2023-11-01
Mohammad Wasim (1),2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-10-01,2023-11-01
Shadab Khan,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Pakistan,2023-10-01,2023-11-01
Hasan Ali,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-10-01,2023-11-01
Mahmudullah,6,6.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.666,Bangladesh,2023-10-01,2023-11-01
Towhid Hridoy,5,5.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.8,Bangladesh,2023-10-01,2023-11-01
Litton Das,7,7.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.428,Bangladesh,2023-10-01,2023-11-01
Mushfiqur Rahim,7,7.0,3.0,3.0,0.0,3.0,0.0,1 (1ct 0st),0.428,Bangladesh,2023-10-01,2023-11-01
Tanzid Hasan,7,7.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.428,Bangladesh,2023-10-01,2023-11-01
Mehidy Hasan Miraz,7,7.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.285,Bangladesh,2023-10-01,2023-11-01
Najmul Hossain Shanto,7,7.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.285,Bangladesh,2023-10-01,2023-11-01
Shakib Al Hasan,6,6.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.333,Bangladesh,2023-10-01,2023-11-01
Mahedi Hasan,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-10-01,2023-11-01
Mustafizur Rahman,7,7.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.142,Bangladesh,2023-10-01,2023-11-01
Nasum Ahmed,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-10-01,2023-11-01
Hasan Mahmud,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-10-01,2023-11-01
Shoriful Islam,7,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-10-01,2023-11-01
Taskin Ahmed,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-10-01,2023-11-01
DJ Mitchell,7,7.0,7.0,7.0,0.0,0.0,7.0,2 (2ct 0st),1.0,New Zealand,2023-10-01,2023-11-01
TWM Latham,7,7.0,6.0,6.0,0.0,6.0,0.0,3 (3ct 0st),0.857,New Zealand,2023-10-01,2023-11-01
DP Conway,7,7.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),0.714,New Zealand,2023-10-01,2023-11-01
MJ Henry,7,7.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),0.714,New Zealand,2023-10-01,2023-11-01
GD Phillips,7,7.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.571,New Zealand,2023-10-01,2023-11-01
MJ Santner,7,7.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.571,New Zealand,2023-10-01,2023-11-01
TA Boult,7,7.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.428,New Zealand,2023-10-01,2023-11-01
R Ravindra,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,New Zealand,2023-10-01,2023-11-01
WA Young,6,6.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.333,New Zealand,2023-10-01,2023-11-01
MS Chapman,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,New Zealand,2023-10-01,2023-11-01
JDS Neesham,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2023-10-01,2023-11-01
LH Ferguson,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-10-01,2023-11-01
TG Southee,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-10-01,2023-11-01
KS Williamson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-10-01,2023-11-01
JC Buttler,6,6.0,8.0,7.0,1.0,7.0,0.0,3 (3ct 0st),1.333,England,2023-10-01,2023-11-01
JM Bairstow,6,6.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.666,England,2023-10-01,2023-11-01
JE Root,6,6.0,4.0,4.0,0.0,0.0,4.0,4 (4ct 0st),0.666,England,2023-10-01,2023-11-01
BA Stokes,3,3.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),1.0,England,2023-10-01,2023-11-01
LS Livingstone,5,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,England,2023-10-01,2023-11-01
CR Woakes,5,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,England,2023-10-01,2023-11-01
SM Curran,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2023-10-01,2023-11-01
AU Rashid,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,England,2023-10-01,2023-11-01
MA Wood,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,England,2023-10-01,2023-11-01
MM Ali,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
AAP Atkinson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
HC Brook,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
DJ Malan,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
RJW Topley,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
DJ Willey,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-10-01,2023-11-01
JP Inglis,5,5.0,6.0,4.0,2.0,4.0,0.0,3 (2ct 1st),1.2,Australia,2023-10-01,2023-11-01
DA Warner,6,6.0,6.0,6.0,0.0,0.0,6.0,2 (2ct 0st),1.0,Australia,2023-10-01,2023-11-01
M Labuschagne,6,6.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),0.833,Australia,2023-10-01,2023-11-01
MA Starc,6,6.0,5.0,5.0,0.0,0.0,5.0,3 (3ct 0st),0.833,Australia,2023-10-01,2023-11-01
JR Hazlewood,6,6.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.5,Australia,2023-10-01,2023-11-01
GJ Maxwell,6,6.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.333,Australia,2023-10-01,2023-11-01
PJ Cummins,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,Australia,2023-10-01,2023-11-01
C Green,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2023-10-01,2023-11-01
MP Stoinis,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Australia,2023-10-01,2023-11-01
AT Carey,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-10-01,2023-11-01
TM Head,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-10-01,2023-11-01
MR Marsh,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-10-01,2023-11-01
SPD Smith,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-10-01,2023-11-01
A Zampa,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2023-10-01,2023-11-01
Mohammad Nabi,6,6.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.666,Afghanistan,2023-10-01,2023-11-01
Ibrahim Zadran,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,Afghanistan,2023-10-01,2023-11-01
Rashid Khan,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,Afghanistan,2023-10-01,2023-11-01
Ikram Alikhil,4,4.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),0.5,Afghanistan,2023-10-01,2023-11-01
Rahmat Shah,6,6.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.333,Afghanistan,2023-10-01,2023-11-01
Azmatullah Omarzai,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,Afghanistan,2023-10-01,2023-11-01
Fazalhaq Farooqi,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Afghanistan,2023-10-01,2023-11-01
Mujeeb Ur Rahman,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,Afghanistan,2023-10-01,2023-11-01
Naveen-ul-Haq,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,Afghanistan,2023-10-01,2023-11-01
Rahmanullah Gurbaz,6,6.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.166,Afghanistan,2023-10-01,2023-11-01
Hashmatullah Shahidi,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-10-01,2023-11-01
Najibullah Zadran,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-10-01,2023-11-01
Noor Ahmad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-10-01,2023-11-01
Q de Kock,7,7.0,12.0,11.0,1.0,11.0,0.0,4 (4ct 0st),1.714,South Africa,2023-10-01,2023-11-01
H Klaasen,7,7.0,8.0,8.0,0.0,5.0,3.0,3 (3ct 0st),1.142,South Africa,2023-10-01,2023-11-01
DA Miller,7,7.0,6.0,6.0,0.0,0.0,6.0,2 (2ct 0st),0.857,South Africa,2023-10-01,2023-11-01
KA Maharaj,7,7.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.571,South Africa,2023-10-01,2023-11-01
K Rabada,6,6.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.666,South Africa,2023-10-01,2023-11-01
G Coetzee,6,6.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.5,South Africa,2023-10-01,2023-11-01
M Jansen,7,7.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.428,South Africa,2023-10-01,2023-11-01
T Bavuma,5,5.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.4,South Africa,2023-10-01,2023-11-01
AK Markram,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,South Africa,2023-10-01,2023-11-01
HE van der Dussen,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,South Africa,2023-10-01,2023-11-01
RR Hendricks,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2023-10-01,2023-11-01
L Ngidi,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,South Africa,2023-10-01,2023-11-01
T Shamsi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-10-01,2023-11-01
LB Williams,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2023-10-01,2023-11-01
KL Rahul,5,5.0,10.0,10.0,0.0,10.0,0.0,4 (4ct 0st),2.0,India,2023-11-01,2023-12-01
RA Jadeja,5,5.0,6.0,6.0,0.0,0.0,6.0,3 (3ct 0st),1.2,India,2023-11-01,2023-12-01
SS Iyer,5,5.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.4,India,2023-11-01,2023-12-01
Mohammed Shami,5,5.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.4,India,2023-11-01,2023-12-01
Shubman Gill,5,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,India,2023-11-01,2023-12-01
V Kohli,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-11-01,2023-12-01
RG Sharma,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-11-01,2023-12-01
SA Yadav,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-11-01,2023-12-01
JJ Bumrah,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-11-01,2023-12-01
Kuldeep Yadav,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-11-01,2023-12-01
Mohammed Siraj,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-11-01,2023-12-01
Mohammad Rizwan,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,Pakistan,2023-11-01,2023-12-01
Agha Salman,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-11-01,2023-12-01
Fakhar Zaman,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-11-01,2023-12-01
Iftikhar Ahmed,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-11-01,2023-12-01
Saud Shakeel,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-11-01,2023-12-01
Shadab Khan,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2023-11-01,2023-12-01
Shaheen Shah Afridi,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-11-01,2023-12-01
Abdullah Shafique,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-11-01,2023-12-01
Babar Azam,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-11-01,2023-12-01
Haris Rauf,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-11-01,2023-12-01
Hasan Ali,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-11-01,2023-12-01
Mohammad Wasim (1),2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-11-01,2023-12-01
Litton Das,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,Bangladesh,2023-11-01,2023-12-01
Mushfiqur Rahim,2,2.0,2.0,1.0,1.0,1.0,0.0,2 (1ct 1st),1.0,Bangladesh,2023-11-01,2023-12-01
Mahmudullah,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-11-01,2023-12-01
Najmul Hossain Shanto,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-11-01,2023-12-01
Shoriful Islam,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Bangladesh,2023-11-01,2023-12-01
Mahedi Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Mehidy Hasan Miraz,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Mustafizur Rahman,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Nasum Ahmed,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Shakib Al Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Tanzid Hasan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Tanzim Hasan Sakib,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Taskin Ahmed,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
Towhid Hridoy,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-11-01,2023-12-01
DJ Mitchell,4,4.0,6.0,6.0,0.0,0.0,6.0,3 (3ct 0st),1.5,New Zealand,2023-11-01,2023-12-01
TWM Latham,4,4.0,3.0,3.0,0.0,3.0,0.0,3 (3ct 0st),0.75,New Zealand,2023-11-01,2023-12-01
GD Phillips,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,New Zealand,2023-11-01,2023-12-01
KS Williamson,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2023-11-01,2023-12-01
TA Boult,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,New Zealand,2023-11-01,2023-12-01
DP Conway,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,New Zealand,2023-11-01,2023-12-01
R Ravindra,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,New Zealand,2023-11-01,2023-12-01
MJ Santner,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,New Zealand,2023-11-01,2023-12-01
MS Chapman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
LH Ferguson,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
MJ Henry,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
JDS Neesham,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
IS Sodhi,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
TG Southee,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
WA Young,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-11-01,2023-12-01
MM Ali,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,England,2023-11-01,2023-12-01
DJ Malan,3,3.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),1.333,England,2023-11-01,2023-12-01
JC Buttler,3,3.0,3.0,2.0,1.0,2.0,0.0,2 (1ct 1st),1.0,England,2023-11-01,2023-12-01
BA Stokes,3,3.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),1.0,England,2023-11-01,2023-12-01
AU Rashid,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2023-11-01,2023-12-01
